source,target,weight,severity,shared_drugs
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Rifamycin Antibacterial,3,CONTRAINDICATED,"retrovir, rifampin, zidovudine"
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Nucleoside Analog Antiviral,3,CONTRAINDICATED,"retrovir, ribavirin, zidovudine"
Hmg-Coa Reductase Inhibitor,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,3,CONTRAINDICATED,"lovastatin, rosuvastatin, simvastatin"
Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,Rifamycin Antimycobacterial,3,CONTRAINDICATED,"efavirenz, etravirine, rifabutin"
Cytochrome P450 3A Inhibitor,Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor,3,CONTRAINDICATED,"abacavir, lamivudine, ritonavir"
Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Protease Inhibitor,3,CONTRAINDICATED,"abacavir, darunavir, lamivudine"
Alpha-Glucosidase Inhibitor,Cardiac Glycoside,3,MAJOR,"acarbose, digoxin, miglitol"
Glinide,Macrolide Antimicrobial,3,CONTRAINDICATED,"clarithromycin, nateglinide, repaglinide"
Calcineurin Inhibitor Immunosuppressant,Macrolide Antimicrobial,3,CONTRAINDICATED,"clarithromycin, cyclosporine, tacrolimus"
Alkylating Drug,Substance P/Neurokinin-1 Receptor Antagonist,3,CONTRAINDICATED,"aprepitant, cyclophosphamide, ifosfamide"
Anti-Epileptic Agent,Vitamin C,3,MODERATE,"phenytoin, valproic, valproic acid"
Hmg-Coa Reductase Inhibitor,P2Y12 Platelet Inhibitor,3,MODERATE,"lovastatin, rosuvastatin, simvastatin"
Cytochrome P450 3A Inhibitor,P2Y12 Platelet Inhibitor,3,CONTRAINDICATED,"clopidogrel, ritonavir, ticagrelor"
P2Y12 Platelet Inhibitor,Rifamycin Antibacterial,3,CONTRAINDICATED,"clopidogrel, rifampin, ticagrelor"
Retinoid,Tetracycline-Class Drug,3,UNKNOWN,"acitretin, isotretinoin, tretinoin"
Azole Antifungal,Endothelin Receptor Antagonist,3,CONTRAINDICATED,"fluconazole, itraconazole, ketoconazole"
Antimycobacterial,Rifamycin Antibacterial,3,CONTRAINDICATED,"isoniazid, pyrazinamide, rifampin"
Calcineurin Inhibitor Immunosuppressant,Macrolide,3,CONTRAINDICATED,"cyclosporine, erythromycin, tacrolimus"
Cytochrome P450 3A Inhibitor,Muscle Relaxant,3,CONTRAINDICATED,"500 mg, soma, usp"
Central Nervous System Stimulant,Cytochrome P450 3A Inhibitor,3,CONTRAINDICATED,"acetaminophen, amphetamine, ritonavir"
Calcineurin Inhibitor Immunosuppressant,Cytochrome P450 3A Inhibitor,3,CONTRAINDICATED,"cyclosporine, ritonavir, tacrolimus"
Cytochrome P450 3A Inhibitor,Hepatitis C Virus Ns5A Inhibitor,3,CONTRAINDICATED,"epclusa, harvoni, ritonavir"
Corticosteroid,Methylxanthine,3,MODERATE,"hydrocortisone, methylprednisolone, prednisone"
Methylxanthine,Muscle Relaxant,3,MODERATE,"500 mg, soma, usp"
Dihydropyridine Calcium Channel Blocker,Methylxanthine,3,MODERATE,"felodipine, isradipine, nifedipine"
Calcineurin Inhibitor Immunosuppressant,Rifamycin Antibacterial,3,CONTRAINDICATED,"cyclosporine, rifampin, tacrolimus"
Calcineurin Inhibitor Immunosuppressant,Rifamycin Antimycobacterial,3,CONTRAINDICATED,"cyclosporine, rifabutin, tacrolimus"
Angiotensin Converting Enzyme Inhibitor,Potassium Binder,3,MODERATE,"captopril, ramipril, trandolapril"
Central Nervous System Stimulant,Muscle Relaxant,3,CONTRAINDICATED,"metaxalone, soma, usp"
Antiarrhythmic,Estrogen,3,CONTRAINDICATED,"conjugated, conjugated estrogens, estrogens"
Azole Antifungal,Cannabinoid,3,MODERATE,"fluconazole, itraconazole, ketoconazole"
Anti-Epileptic Agent,Protease Inhibitor,3,CONTRAINDICATED,"phenytoin, valproic, valproic acid"
Protease Inhibitor,Sulfonylurea,3,CONTRAINDICATED,"glimepiride, glipizide, glyburide"
Dihydropyridine Calcium Channel Blocker,Protease Inhibitor,3,CONTRAINDICATED,"felodipine, nifedipine, nisoldipine"
Azole Antifungal,Echinocandin Antifungal,3,UNKNOWN,"fluconazole, itraconazole, voriconazole"
Corticosteroid,Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,3,MAJOR,"budesonide, methylprednisolone, prednisone"
Cystic Fibrosis Transmembrane Conductance Regulator Potentiator,Proton Pump Inhibitor,3,MAJOR,"esomeprazole, lansoprazole, omeprazole"
Hepatitis C Virus Ns5A Inhibitor,Hmg-Coa Reductase Inhibitor,3,CONTRAINDICATED,"lovastatin, rosuvastatin, simvastatin"
Hepatitis C Virus Nucleotide Analog Ns5B Polymerase Inhibitor,Hmg-Coa Reductase Inhibitor,3,CONTRAINDICATED,"lovastatin, rosuvastatin, simvastatin"
Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,Opioid Antagonist,3,MAJOR,"efavirenz, etravirine, nevirapine"
Azole Antifungal,Calcitonin Gene-Related Peptide Receptor Antagonist,3,MODERATE,"fluconazole, itraconazole, ketoconazole"
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Intestinal Lipase Inhibitor,3,MODERATE,"emtricitabine, retrovir, tenofovir disoproxil fumarate"
Anti-Epileptic Agent,Neuroactive Steroid Gamma-Aminobutyric Acid A Receptor Positive Modulator,3,MODERATE,"phenytoin, valproic, valproic acid"
Hepatitis C Virus Ns3/4A Protease Inhibitor,Hmg-Coa Reductase Inhibitor,3,CONTRAINDICATED,"lovastatin, rosuvastatin, simvastatin"
Hepatitis C Virus Ns3/4A Protease Inhibitor,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,3,CONTRAINDICATED,"emtricitabine, rilpivirine, tenofovir disoproxil fumarate"
Cytomegalovirus Dna Terminase Complex Inhibitor,Hmg-Coa Reductase Inhibitor,3,CONTRAINDICATED,"lovastatin, rosuvastatin, simvastatin"
Cytomegalovirus Dna Terminase Complex Inhibitor,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,3,CONTRAINDICATED,"efavirenz, etravirine, nevirapine"
Atypical Antipsychotic,Serotonin Reuptake Inhibitor,3,CONTRAINDICATED,"clozapine, iloperidone, olanzapine"
Nitrate Vasodilator,Nonsteroidal Anti-Inflammatory Drug,2,CONTRAINDICATED,"aspirin, nitroglycerin"
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Nonsteroidal Anti-Inflammatory Drug,2,CONTRAINDICATED,"retrovir, rilpivirine"
Alkylating Drug,Nonsteroidal Anti-Inflammatory Drug,2,CONTRAINDICATED,"cyclophosphamide, ifosfamide"
Carbonic Anhydrase Inhibitor,Nonsteroidal Anti-Inflammatory Drug,2,CONTRAINDICATED,"acetazolamide, aspirin"
Nonsteroidal Anti-Inflammatory Drug,Potassium Binder,2,CONTRAINDICATED,"ibu, sodium polystyrene sulfonate"
Nonsteroidal Anti-Inflammatory Drug,Platelet Aggregation Inhibitor,2,CONTRAINDICATED,"aspirin, dipyridamole"
Nonsteroidal Anti-Inflammatory Drug,Potassium-Sparing Diuretic,2,CONTRAINDICATED,"indomethacin, triamterene"
Benzodiazepine,Corticosteroid,2,CONTRAINDICATED,"dexamethasone, onfi"
Anti-Epileptic Agent,Corticosteroid,2,MAJOR,"oxcarbazepine, phenytoin"
Corticosteroid,Muscle Relaxant,2,MAJOR,"soma, usp"
Corticosteroid,Estrogen,2,CONTRAINDICATED,"dexamethasone, estrogens"
Corticosteroid,Fluoroquinolone Antibacterial,2,MAJOR,"ciprofloxacin, levofloxacin"
Corticosteroid,Mood Stabilizer,2,CONTRAINDICATED,"carbamazepine, dexamethasone"
Corticosteroid,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,2,CONTRAINDICATED,"dexamethasone, retrovir"
Corticosteroid,Macrolide Antimicrobial,2,CONTRAINDICATED,"clarithromycin, methylprednisolone"
Corticosteroid,Macrolide,2,CONTRAINDICATED,"erythromycin, methylprednisolone"
Corticosteroid,Rifamycin Antimycobacterial,2,CONTRAINDICATED,"prednisone, rifabutin"
Benzodiazepine,Muscle Relaxant,2,CONTRAINDICATED,"500 mg, usp"
Benzodiazepine,Nitroimidazole Antimicrobial,2,CONTRAINDICATED,"diazepam, metronidazole"
Benzodiazepine,Estrogen,2,CONTRAINDICATED,"estradiol, temazepam"
Benzodiazepine,Cardiac Glycoside,2,CONTRAINDICATED,"alprazolam, digoxin"
Benzodiazepine,Microtubule Inhibitor,2,CONTRAINDICATED,"paclitaxel, triazolam"
Benzodiazepine,Rifamycin Antibacterial,2,CONTRAINDICATED,"diazepam, rifampin"
Potassium-Sparing Diuretic,Thiazide Diuretic,2,MAJOR,"triamterene, triamterene and hydrochlorothiazide"
Azole Antifungal,Thiazide Diuretic,2,MAJOR,"fluconazole, ketoconazole"
Aldosterone Antagonist,Thiazide Diuretic,2,MAJOR,"eplerenone, spironolactone"
Alpha-Adrenergic Agonist,Thiazide Diuretic,2,MAJOR,"adrenalin, epinephrine"
Calcineurin Inhibitor Immunosuppressant,Thiazide Diuretic,2,MAJOR,"cyclosporine, tacrolimus"
Atypical Antipsychotic,Nonsteroidal Anti-Inflammatory Drug,2,CONTRAINDICATED,"aspirin, ibu"
Atypical Antipsychotic,Barbiturate,2,CONTRAINDICATED,"and caffeine, caffeine"
Atypical Antipsychotic,Muscle Relaxant,2,CONTRAINDICATED,"500 mg, usp"
Atypical Antipsychotic,Hmg-Coa Reductase Inhibitor,2,CONTRAINDICATED,"lovastatin, rosuvastatin"
Atypical Antipsychotic,Estrogen,2,CONTRAINDICATED,"conjugated, estradiol"
Atypical Antipsychotic,Fluoroquinolone Antibacterial,2,CONTRAINDICATED,"ciprofloxacin, clozapine"
Aromatic Amino Acid Decarboxylation Inhibitor,Atypical Antipsychotic,2,CONTRAINDICATED,"levodopa, risperidone"
Atypical Antipsychotic,Macrolide Antimicrobial,2,CONTRAINDICATED,"clarithromycin, quetiapine"
Azole Antifungal,Muscle Relaxant,2,CONTRAINDICATED,"500 mg, usp"
Aldosterone Antagonist,Azole Antifungal,2,CONTRAINDICATED,"eplerenone, fluconazole"
5-Alpha Reductase Inhibitor,Azole Antifungal,2,CONTRAINDICATED,"dutasteride, ketoconazole"
Azole Antifungal,Barbiturate,2,CONTRAINDICATED,"caffeine, ketoconazole"
Antimycobacterial,Azole Antifungal,2,CONTRAINDICATED,"isoniazid, ketoconazole"
Azole Antifungal,Methylxanthine,2,CONTRAINDICATED,"ketoconazole, theophylline"
Azole Antifungal,Phosphodiesterase 3 Inhibitor,2,CONTRAINDICATED,"cilostazol, ketoconazole"
Azole Antifungal,Partial Opioid Agonist,2,CONTRAINDICATED,"buprenorphine, ketoconazole"
Azole Antifungal,Vasopressin V2 Receptor Antagonist,2,CONTRAINDICATED,"ketoconazole, tolvaptan"
Azole Antifungal,Opioid Agonist,2,CONTRAINDICATED,"fentanyl, ketoconazole"
Anti-Epileptic Agent,Proton Pump Inhibitor,2,CONTRAINDICATED,"omeprazole, phenytoin"
Anti-Epileptic Agent,Loop Diuretic,2,MAJOR,"furosemide, phenytoin"
Aluminum Complex,Anti-Epileptic Agent,2,MAJOR,"phenytoin, sucralfate"
Anti-Epileptic Agent,Cardiac Glycoside,2,MAJOR,"digoxin, phenytoin"
Anti-Epileptic Agent,P2Y12 Platelet Inhibitor,2,MAJOR,"phenytoin, ticagrelor"
Anti-Epileptic Agent,Tetracycline-Class Drug,2,MAJOR,"doxycycline, phenytoin"
Anti-Epileptic Agent,Antimycobacterial,2,MAJOR,"isoniazid, phenytoin"
Anti-Epileptic Agent,Macrolide,2,CONTRAINDICATED,"erythromycin, phenytoin"
Anti-Epileptic Agent,Methylxanthine,2,MAJOR,"phenytoin, theophylline"
Anti-Epileptic Agent,Folate Analog Metabolic Inhibitor,2,MAJOR,"methotrexate, phenytoin"
Anthelmintic,Anti-Epileptic Agent,2,MAJOR,"albendazole, praziquantel"
Anti-Epileptic Agent,Dihydrofolate Reductase Inhibitor Antibacterial,2,CONTRAINDICATED,"phenytoin, trimethoprim"
Anti-Epileptic Agent,Antiarrhythmic,2,CONTRAINDICATED,"dofetilide, phenytoin"
Anti-Epileptic Agent,Rifamycin Antibacterial,2,CONTRAINDICATED,"phenytoin, rifampin"
Aldehyde Dehydrogenase Inhibitor,Anti-Epileptic Agent,2,MAJOR,"disulfiram, phenytoin"
General Anesthetic,Muscle Relaxant,2,MAJOR,"ultane, usp"
Muscle Relaxant,Rifamycin Antibacterial,2,CONTRAINDICATED,"500 mg, rifampin"
Atypical Antipsychotic,Sulfonylurea,2,CONTRAINDICATED,"clozapine, olanzapine"
Androgen,Sulfonylurea,2,CONTRAINDICATED,"1%, danazol"
Anti-Epileptic Agent,Sulfonylurea,2,CONTRAINDICATED,"phenytoin, zonisamide"
Muscle Relaxant,Sulfonylurea,2,CONTRAINDICATED,"500 mg, soma"
Loop Diuretic,Sulfonylurea,2,CONTRAINDICATED,"furosemide, glyburide"
Histamine-2 Receptor Antagonist,Sulfonylurea,2,CONTRAINDICATED,"cimetidine, glipizide"
Quinolone Antimicrobial,Sulfonylurea,2,CONTRAINDICATED,"glyburide, ofloxacin"
Carbonic Anhydrase Inhibitor,Sulfonylurea,2,CONTRAINDICATED,"acetazolamide, dichlorphenamide"
Antimycobacterial,Sulfonylurea,2,CONTRAINDICATED,"glyburide, isoniazid"
Angiotensin 2 Receptor Blocker,Hmg-Coa Reductase Inhibitor,2,CONTRAINDICATED,"amlodipine, simvastatin"
Angiotensin 2 Receptor Blocker,Beta-Adrenergic Blocker,2,CONTRAINDICATED,"atenolol, hydrochlorothiazide"
Angiotensin 2 Receptor Blocker,Phosphodiesterase 5 Inhibitor,2,CONTRAINDICATED,"amlodipine, sildenafil"
Angiotensin 2 Receptor Blocker,Cardiac Glycoside,2,CONTRAINDICATED,"digoxin, telmisartan"
Angiotensin 2 Receptor Blocker,Macrolide Antimicrobial,2,CONTRAINDICATED,"amlodipine, clarithromycin"
Angiotensin 2 Receptor Blocker,Macrolide,2,CONTRAINDICATED,"amlodipine, erythromycin"
Angiotensin 2 Receptor Blocker,Cytochrome P450 3A Inhibitor,2,CONTRAINDICATED,"amlodipine, ritonavir"
Angiotensin 2 Receptor Blocker,Calcineurin Inhibitor Immunosuppressant,2,CONTRAINDICATED,"cyclosporine, tacrolimus"
Angiotensin 2 Receptor Blocker,Potassium-Sparing Diuretic,2,CONTRAINDICATED,"hydrochlorothiazide, triamterene"
Macrolide Antimicrobial,Proton Pump Inhibitor,2,CONTRAINDICATED,"clarithromycin, omeprazole"
Cytochrome P450 3A Inhibitor,Proton Pump Inhibitor,2,CONTRAINDICATED,"omeprazole, ritonavir"
Methylxanthine,Proton Pump Inhibitor,2,CONTRAINDICATED,"omeprazole, theophylline"
Phosphodiesterase 3 Inhibitor,Proton Pump Inhibitor,2,CONTRAINDICATED,"cilostazol, omeprazole"
Histamine-2 Receptor Antagonist,Loop Diuretic,2,MAJOR,"cimetidine, furosemide"
Estrogen,Hmg-Coa Reductase Inhibitor,2,CONTRAINDICATED,"estradiol, rosuvastatin"
Hmg-Coa Reductase Inhibitor,Lipopeptide Antibacterial,2,CONTRAINDICATED,"daptomycin, simvastatin"
Bile Acid Sequestrant,Hmg-Coa Reductase Inhibitor,2,CONTRAINDICATED,"cholestyramine, questran"
Hmg-Coa Reductase Inhibitor,Progestin,2,CONTRAINDICATED,"norethindrone, simvastatin"
Hmg-Coa Reductase Inhibitor,Rifamycin Antibacterial,2,CONTRAINDICATED,"rifampin, simvastatin"
Histamine-2 Receptor Antagonist,Muscle Relaxant,2,MAJOR,"soma, usp"
Histamine-2 Receptor Antagonist,Nitroimidazole Antimicrobial,2,CONTRAINDICATED,"cimetidine, metronidazole"
Folate Analog Metabolic Inhibitor,Histamine-2 Receptor Antagonist,2,MAJOR,"methotrexate, ranitidine"
Anti-Epileptic Agent,Nitroimidazole Antimicrobial,2,CONTRAINDICATED,"lamotrigine, phenytoin"
Nitroimidazole Antimicrobial,Proton Pump Inhibitor,2,CONTRAINDICATED,"lansoprazole, sodium bicarbonate"
Hmg-Coa Reductase Inhibitor,Nitroimidazole Antimicrobial,2,CONTRAINDICATED,"lovastatin, simvastatin"
Alkylating Drug,Nitroimidazole Antimicrobial,2,CONTRAINDICATED,"busulfan, metronidazole"
Methylxanthine,Nitroimidazole Antimicrobial,2,CONTRAINDICATED,"metronidazole, theophylline"
Calcineurin Inhibitor Immunosuppressant,Nitroimidazole Antimicrobial,2,CONTRAINDICATED,"cyclosporine, tacrolimus"
Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor,Muscle Relaxant,2,MINOR,"500 mg, usp"
Alkaloid,Peroxisome Proliferator Receptor Alpha Agonist,2,CONTRAINDICATED,"colchicine, gemfibrozil"
Microtubule Inhibitor,Peroxisome Proliferator Receptor Alpha Agonist,2,CONTRAINDICATED,"gemfibrozil, paclitaxel"
Peroxisome Proliferator Receptor Alpha Agonist,Rifamycin Antibacterial,2,CONTRAINDICATED,"lopid, rifampin"
Methylxanthine,Xanthine Oxidase Inhibitor,2,CONTRAINDICATED,"allopurinol, theophylline"
Calcineurin Inhibitor Immunosuppressant,Xanthine Oxidase Inhibitor,2,CONTRAINDICATED,"allopurinol, cyclosporine"
Estrogen,Vitamin C,2,CONTRAINDICATED,"ascor, ascorbic acid"
Estrogen,Sympathomimetic-Like Agent,2,CONTRAINDICATED,"estradiol, modafinil"
Bile Acid Sequestrant,Estrogen,2,CONTRAINDICATED,"estrogens, questran"
Estrogen,Progestin,2,CONTRAINDICATED,"estrogens, norethindrone"
Calcineurin Inhibitor Immunosuppressant,Estrogen,2,CONTRAINDICATED,"cyclosporine, estradiol"
Estrogen,Progesterone,2,CONTRAINDICATED,"estrogens, progesterone"
Estrogen,Rifamycin Antibacterial,2,CONTRAINDICATED,"estrogens, rifampin"
Estrogen,Tubulin Inhibiting Agent,2,CONTRAINDICATED,"estrogens, griseofulvin"
Muscle Relaxant,Phosphodiesterase 5 Inhibitor,2,CONTRAINDICATED,"500 mg, usp"
Mood Stabilizer,Phosphodiesterase 5 Inhibitor,2,CONTRAINDICATED,"carbamazepine, tadalafil"
Macrolide,Phosphodiesterase 5 Inhibitor,2,CONTRAINDICATED,"erythromycin, sildenafil"
Aldosterone Antagonist,Cardiac Glycoside,2,CONTRAINDICATED,"digoxin, spironolactone"
Alpha-Adrenergic Blocker,Phosphodiesterase 5 Inhibitor,2,CONTRAINDICATED,"sildenafil, tadalafil"
Alpha-Adrenergic Blocker,Cardiac Glycoside,2,CONTRAINDICATED,"carvedilol, digoxin"
Alpha-Adrenergic Blocker,Cytochrome P450 3A Inhibitor,2,CONTRAINDICATED,"carvedilol, ritonavir"
Dihydropyridine Calcium Channel Blocker,Nonsteroidal Anti-Inflammatory Drug,2,MAJOR,"indomethacin, naproxen"
Dihydropyridine Calcium Channel Blocker,Peroxisome Proliferator Receptor Alpha Agonist,2,MAJOR,"lopid, pioglitazone"
Dihydropyridine Calcium Channel Blocker,Mood Stabilizer,2,CONTRAINDICATED,"carbamazepine, felodipine"
Cardiac Glycoside,Dihydropyridine Calcium Channel Blocker,2,MAJOR,"digoxin, nifedipine"
Dihydropyridine Calcium Channel Blocker,Macrolide Antimicrobial,2,CONTRAINDICATED,"clarithromycin, nifedipine"
Dihydropyridine Calcium Channel Blocker,Rifamycin Antibacterial,2,CONTRAINDICATED,"nifedipine, rifampin"
Dihydropyridine Calcium Channel Blocker,Rifamycin Antimycobacterial,2,CONTRAINDICATED,"nifedipine, rifabutin"
Amide Local Anesthetic,Muscle Relaxant,2,MODERATE,"soma, usp"
Alkylating Drug,Amide Local Anesthetic,2,MODERATE,"cyclophosphamide, ifosfamide"
5-Alpha Reductase Inhibitor,Methylxanthine,2,MODERATE,"finasteride, theophylline"
Angiotensin 2 Receptor Blocker,Thiazide-Like Diuretic,2,MAJOR,"amlodipine, telmisartan"
Calcineurin Inhibitor Immunosuppressant,Thiazide-Like Diuretic,2,MAJOR,"cyclosporine, tacrolimus"
Alpha-Adrenergic Agonist,Amide Local Anesthetic,2,MAJOR,"bupivacaine, lidocaine"
Alpha-Adrenergic Agonist,Central Nervous System Stimulant,2,CONTRAINDICATED,"acetaminophen, epinephrine"
Alkylating Drug,Alpha-Adrenergic Agonist,2,MAJOR,"cyclophosphamide, ifosfamide"
Kinase Inhibitor,Muscle Relaxant,2,CONTRAINDICATED,"500 mg, usp"
Kinase Inhibitor,Mood Stabilizer,2,CONTRAINDICATED,"carbamazepine, everolimus"
Aluminum Complex,Fluoroquinolone Antibacterial,2,CONTRAINDICATED,"ciprofloxacin, sucralfate"
Fluoroquinolone Antibacterial,Methylxanthine,2,CONTRAINDICATED,"ciprofloxacin, theophylline"
Calcineurin Inhibitor Immunosuppressant,Fluoroquinolone Antibacterial,2,CONTRAINDICATED,"ciprofloxacin, cyclosporine"
Blood Viscosity Reducer,Fluoroquinolone Antibacterial,2,CONTRAINDICATED,"ciprofloxacin, pentoxifylline"
Fluoroquinolone Antibacterial,Nonergot Dopamine Agonist,2,CONTRAINDICATED,"ciprofloxacin, ropinirole"
Mood Stabilizer,Muscle Relaxant,2,CONTRAINDICATED,"soma, usp"
Central Nervous System Stimulant,Mood Stabilizer,2,CONTRAINDICATED,"acetaminophen, carbamazepine"
Androgen,Mood Stabilizer,2,CONTRAINDICATED,"carbamazepine, danazol"
Macrolide Antimicrobial,Mood Stabilizer,2,CONTRAINDICATED,"carbamazepine, clarithromycin"
Alkylating Drug,Mood Stabilizer,2,CONTRAINDICATED,"carbamazepine, cyclophosphamide"
Mood Stabilizer,Tetracycline-Class Drug,2,CONTRAINDICATED,"carbamazepine, doxycycline"
Mood Stabilizer,Mtor Inhibitor Immunosuppressant,2,CONTRAINDICATED,"carbamazepine, sirolimus"
Antimycobacterial,Mood Stabilizer,2,CONTRAINDICATED,"carbamazepine, isoniazid"
Macrolide,Mood Stabilizer,2,CONTRAINDICATED,"carbamazepine, erythromycin"
Methylxanthine,Mood Stabilizer,2,CONTRAINDICATED,"carbamazepine, theophylline"
Anthelmintic,Mood Stabilizer,2,CONTRAINDICATED,"albendazole, praziquantel"
Mood Stabilizer,Partial Opioid Agonist,2,CONTRAINDICATED,"buprenorphine, carbamazepine"
Mood Stabilizer,Substance P/Neurokinin-1 Receptor Antagonist,2,CONTRAINDICATED,"aprepitant, carbamazepine"
Rifamycin Antibacterial,Serotonin-3 Receptor Antagonist,2,CONTRAINDICATED,"ondansetron, rifampin"
Barbiturate,Muscle Relaxant,2,CONTRAINDICATED,"metaxalone, usp"
Aminosalicylate,Cardiac Glycoside,2,MAJOR,"digoxin, sulfasalazine"
Aminosalicylate,Folate Analog Metabolic Inhibitor,2,MAJOR,"methotrexate, sulfasalazine"
Angiotensin Converting Enzyme Inhibitor,Hmg-Coa Reductase Inhibitor,2,CONTRAINDICATED,"lovastatin, simvastatin"
Angiotensin Converting Enzyme Inhibitor,Cardiac Glycoside,2,CONTRAINDICATED,"captopril, digoxin"
Barbiturate,Quinolone Antimicrobial,2,MODERATE,"and caffeine, caffeine"
Aluminum Complex,Quinolone Antimicrobial,2,MODERATE,"ofloxacin, sucralfate"
Methylxanthine,Quinolone Antimicrobial,2,MODERATE,"ofloxacin, theophylline"
Calcineurin Inhibitor Immunosuppressant,Quinolone Antimicrobial,2,CONTRAINDICATED,"cyclosporine, ofloxacin"
Atypical Antipsychotic,Insulin Analog,2,MODERATE,"clozapine, olanzapine"
Alkaloid,Muscle Relaxant,2,CONTRAINDICATED,"500 mg, usp"
Alkaloid,Estrogen,2,CONTRAINDICATED,"conjugated, estradiol"
